author_list,crossref:string[],publish_count
Julien Lange,journals/corr/abs-2203-12142,1
Gabriel Ciobanu,journals/corr/abs-1909-00584,1
Geoff W. Hamilton,journals/corr/abs-1708-06887,1
Frederik Krogsdal Jacobsen,journals/corr/abs-2204-03415,1
Frieder Stolzenburg,journals/corr/abs-1912-11786,1
Fredrik Sommar,journals/corr/VasconcelosH17,1
François Thiré,journals/corr/abs-1807-01352,1
Giselle Reis,journals/corr/abs-2107-07376,1
Giorgio Delzanno,journals/corr/BosnackiELW14,1
Giovanna D'Agostino,journals/corr/abs-1006-1711,1
Gergö Barany,journals/corr/HamiltonLN16,1
Georgiana Caltais,journals/corr/GosslerS16,1
Gerjan Stokkink,journals/corr/abs-1202-5826,1
Fatima-Zahra Siyouri,journals/corr/abs-2004-01061,1
Fatima El Azzouzi,journals/corr/abs-2004-01061,1
Ferenc A. Bartha,journals/corr/AbrahamB17,1
Evgeny Makarov,journals/corr/abs-1201-0345,1
Fadil Kallat,journals/corr/abs-1908-08639,1
Fernando Schapachnik,journals/corr/abs-1109-2399,1
Franco Barbanera,journals/corr/Carbone14,1
Francesco Tiezzi 0001,journals/corr/DonaldsonV14,1
Frank Roumen,journals/corr/DuncanP14,1
Frank Dordowsky,journals/corr/DuboisMM15,1
Fernando Sáenz-Pérez,journals/corr/Navarro15,1
Francesco Parisi-Presicce,journals/corr/HeussnerKW16,1
Horatiu Cirstea,journals/corr/abs-1001-4573,1
Hernán C. Melgratti,journals/corr/abs-2009-07628,1
Hervé Debar,journals/corr/Garcia-AlfaroG14,1
Imene Ben Hafaiedh,journals/corr/abs-1007-4993,1
Irum Rauf,journals/corr/abs-1210-5783,1
Isabel Oitavem,journals/corr/abs-1101-5200,1
Isabella Mastroeni,journals/corr/abs-2109-02001,1
Ian Stark,conf/hlcl/2000,1
Igor Mozolevsky,journals/corr/abs-1001-5310,1
Helena Gruhn,journals/corr/abs-1302-4780,1
Gustavo Gonzalez Granadillo,journals/corr/Garcia-AlfaroG14,1
Grigory Fedyukovich,journals/corr/abs-2109-03988,1
Graham Campbell 0001,journals/corr/abs-2102-01804,1
Hari Govind V. K.,journals/corr/abs-2211-10675,1
Hans-Jörg Schurr,journals/corr/abs-2107-01544,1
Hans Zantema,journals/corr/abs-1204-5318,1
Hassan Hatefi,journals/corr/AndreF14,1
Han Chen,journals/corr/abs-0910-4420,1
Hammadi Khairallah,journals/corr/abs-1007-4993,1
